"LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","PAY_0","PAY_2","PAY_3","PAY_4","PAY_5","PAY_6","BILL_AMT1","BILL_AMT2","BILL_AMT3","BILL_AMT4","BILL_AMT5","BILL_AMT6","PAY_AMT1","PAY_AMT2","PAY_AMT3","PAY_AMT4","PAY_AMT5","PAY_AMT6","default_payment_next_month"
50000,2,2,1,30,-1,-1,2,-1,2,2,416,832,416,3285,2685,2270,833,0,3285,0,190,0,1
220000,2,1,2,42,-1,-1,-1,-1,-1,-1,26307,31523,35718,24288,25720,48759,32000,20600,24288,25720,48759,23303,0
30000,2,1,1,38,0,0,0,0,0,0,26450,27042,27617,28546,13487,8307,2000,1400,1300,700,1000,0,0
120000,1,2,2,68,2,2,0,0,0,0,125055,123819,122209,122047,122019,130079,4398,4436,4370,4440,12600,4500,1
1e+05,2,2,2,26,0,0,0,-1,0,0,22291,15193,13516,1541,8805,11329,1229,1150,1600,8000,5000,0,0
150000,2,1,2,25,3,3,2,2,2,2,147112,148157,146844,145037,145349,145506,8100,5202,5300,5300,5300,5500,1
680000,1,1,2,28,0,0,0,0,0,0,88550,91137,99314,95292,63782,41114,5000,10000,4500,6000,1300,3000,0
2e+05,1,1,1,36,-1,-1,-1,-1,-1,-1,8068,49307,5679,8855,49572,2684,48564,5679,8855,49572,2684,13050,0
70000,2,3,1,47,0,0,0,0,0,0,71341,70757,71451,70654,70965,71373,3200,3400,2900,2750,3152,2700,0
50000,2,2,1,41,1,2,2,2,2,0,15929,15370,16490,16962,15446,14739,0,1700,1002,2,684,442,0
80000,2,2,2,64,2,2,0,0,0,0,74001,71892,70762,71296,72832,74138,390,4000,2671,4000,2670,2923,1
10000,1,1,2,23,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
140000,2,1,1,37,0,0,2,2,2,2,124245,133384,135691,137675,135371,138455,11000,6000,5700,0,5500,5000,1
30000,2,2,2,21,0,0,0,0,0,0,17439,11276,13324,5427,4521,0,2278,2328,1435,90,0,0,0
130000,2,2,1,52,1,2,2,2,0,0,112403,98455,103351,100724,97675,102080,0,12700,0,4000,11461,0,0
160000,2,2,2,26,-1,-1,-1,-1,0,-1,8027,7663,768,10488,4724,104205,7657,768,10488,2049,104205,3000,0
150000,2,3,1,58,-2,-2,-2,-2,-2,-2,42218,44828,-7772,-7772,69762,71591,4809,0,0,77534,2991,4509,0
150000,2,1,2,34,-2,-2,-2,-2,-2,-2,1196,10848,8830,16864,17199,20025,12005,5000,16864,18000,20025,51514,0
20000,1,1,2,24,-1,-1,-1,2,0,0,3299,0,679,679,5679,7570,0,679,0,5000,2000,0,0
60000,2,3,1,40,1,-1,0,0,-1,0,750,44893,34812,15768,25915,25058,60446,3000,3020,25915,1500,2000,1
2e+05,2,3,1,35,0,0,0,0,0,0,188072,171535,167877,128550,131511,127781,8000,6700,5000,5100,4700,4800,1
60000,2,2,1,30,0,0,0,0,0,0,59555,61276,61117,25254,26237,26752,3300,1900,1100,3000,1011,5000,0
2e+05,1,1,1,31,-1,0,0,0,0,0,58009,72062,72912,80819,84186,83710,20000,20000,10000,20000,10000,10000,0
230000,1,1,1,33,0,0,0,0,0,0,217798,225070,227528,121751,219354,111792,12000,9100,4600,4200,4100,5000,0
50000,1,2,1,38,0,0,0,0,0,0,25806,14888,20803,18395,18386,18420,2000,20000,700,665,727,505,0
60000,2,3,2,51,0,0,0,0,0,0,56793,57455,59295,19212,19232,19218,2340,3057,700,700,682,700,0
180000,1,2,1,47,-1,-1,-1,-1,-1,-1,1472,1473,390,390,390,780,1473,390,390,390,780,0,1
50000,2,2,1,47,0,0,0,0,0,0,50748,50713,45549,40043,39844,39599,2000,2106,1600,1606,1581,2000,0
150000,1,3,1,62,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
140000,2,2,1,36,-1,-1,-1,-1,-1,-1,326,501,1251,0,2106,652,505,1251,0,2106,652,0,1
120000,1,1,1,35,1,2,2,2,2,2,113928,117131,114496,120538,115975,116937,7000,1500,9975,0,8000,0,1
2e+05,2,1,1,39,0,0,0,0,0,0,193000,191772,174199,173102,152178,129082,7270,5443,6000,5500,5000,5000,0
5e+05,1,1,2,31,1,-2,-1,0,0,0,0,0,399,35528,10389,0,0,399,35129,0,0,1307,0
50000,2,3,2,23,0,0,0,0,0,0,47311,11354,12367,12612,12875,13131,1193,1206,451,466,469,638,0
30000,2,3,2,51,0,0,0,0,-1,-1,17287,20543,18180,7200,18183,8975,5000,8180,2200,18183,8975,3000,0
240000,1,1,1,35,-2,-2,-2,-2,-2,-2,2006,21790,17102,13367,22659,22707,21958,1120,13434,22772,22820,8050,0
170000,2,2,1,37,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
80000,1,1,2,26,1,1,-2,-2,-2,-2,74453,0,0,0,0,0,5000,0,0,0,0,0,0
70000,2,2,1,27,2,0,0,0,0,0,76062,73367,70935,52943,50971,50681,3000,3500,5450,5900,3100,2650,1
150000,2,1,1,39,1,2,2,2,2,2,80715,77506,75239,71245,69214,24036,0,3700,0,2000,0,2000,1
1e+05,2,2,1,41,-2,-2,-2,-1,-1,-2,390,390,0,944,0,0,780,0,944,0,0,0,0
360000,1,1,2,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,2,3,1,47,-2,-2,-2,-2,-2,-2,6904,10507,4785,4567,11762,4209,10547,4790,4736,55762,4209,22815,0
490000,1,1,1,29,-1,-1,-1,-1,0,-1,108,109,1375,230,115,113,113,1381,230,0,113,0,1
180000,2,2,1,60,2,2,2,0,0,0,179189,177159,177477,176197,170173,139649,2600,5022,5000,6000,7000,6000,1
420000,2,1,1,36,-1,-1,-1,-1,-1,-1,0,1493,0,11511,14916,15564,0,0,11511,14916,15564,11339,0
20000,1,1,2,33,2,0,0,-2,-2,-2,16320,20650,0,0,0,0,5000,0,0,0,0,0,1
480000,1,1,1,47,0,0,0,0,0,0,69169,70490,71931,73362,74897,76461,2549,2602,2618,2709,2800,6098,0
350000,1,1,2,27,1,-2,-2,-2,-1,-1,21909,68309,162651,13514,36306,14974,140013,164395,49,36491,15049,14158,0
360000,1,2,1,57,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
240000,2,1,2,27,-2,-2,-2,-2,-2,-2,3299,9051,2804,3958,12157,3874,9086,2804,3958,12157,3874,937,0
280000,2,1,2,30,-1,-1,-1,-1,-1,-1,29997,168,1206,300,460,861,167,1206,300,460,861,7595,1
20000,2,2,2,22,-1,-1,2,0,0,-1,628,1170,780,390,0,780,1800,0,0,0,2000,0,1
50000,2,3,1,36,0,0,0,0,0,2,45253,46605,47317,48259,50245,50265,2073,1787,1729,2765,1000,2000,1
280000,1,1,2,33,0,0,0,0,0,0,275956,207378,107293,6283,5783,5283,8877,4743,1640,0,0,0,0
450000,2,2,1,53,-2,-2,-2,-2,-2,-2,2548,2545,1158,1103,110,187,2556,1273,1109,0,187,2014,0
260000,2,1,2,53,0,0,0,0,0,0,234825,235704,198181,143561,110982,72514,29914,10087,6030,5001,10002,148,0
150000,2,2,2,23,0,0,-1,0,0,-2,15960,29836,1860,1535,0,0,20052,1860,0,0,0,0,0
1e+05,1,1,2,38,1,2,2,2,2,2,24763,27085,26352,33871,33192,35637,3000,0,8000,0,3000,0,0
220000,1,2,2,39,-1,-1,0,0,0,0,3556,15696,17257,21624,26246,30781,15688,5000,5000,5000,5000,5000,0
3e+05,2,1,2,37,1,2,0,0,0,0,34139,29305,25945,22318,18636,15374,0,1380,753,630,1000,500,0
230000,2,1,2,31,-2,-2,-2,-1,-1,-1,0,0,196,533,1238,957,0,196,533,1238,957,1187,0
3e+05,2,3,2,39,1,-2,-1,-1,-1,-1,-3309,-5973,4735,6186,116,14429,1715,344467,6822,49,15000,12000,1
50000,1,3,2,48,0,0,0,0,0,-1,79673,79989,76394,24873,-2132,28561,3200,2581,1200,2070,31500,1200,0
170000,1,3,1,47,-2,-2,-2,-2,-2,-2,1522,0,0,0,0,0,0,0,0,0,0,0,0
460000,1,1,1,41,-1,-1,-1,-1,-1,-1,5385,40004,0,650,0,2232,40024,0,650,0,2232,3208,1
30000,2,1,2,34,1,2,2,2,2,2,24060,24744,24053,25624,25977,25413,1397,0,1967,903,0,1100,1
30000,2,1,2,24,-1,-1,-1,-1,2,2,165,165,165,323,158,-1027,162,165,323,0,0,5527,1
20000,1,2,1,42,0,0,0,0,0,0,21382,19745,19943,19235,19245,13670,1384,1189,570,589,600,200,1
220000,1,3,1,44,-1,-1,-1,-1,-1,0,380,380,380,380,56663,57436,376,380,380,56663,2000,2000,0
70000,2,1,1,62,0,0,0,0,0,0,69957,69474,60975,38546,37843,38632,4000,3000,1341,1359,1403,1352,0
230000,1,1,2,28,-2,-1,-1,-1,-1,-1,23890,18298,1741,16594,18261,18333,18243,1741,33188,20000,19000,19319,0
50000,1,3,1,49,0,0,0,0,0,-1,40285,9630,10614,10478,10490,390,1172,1157,411,608,690,780,0
360000,1,2,2,31,0,0,0,0,0,0,280435,281178,265549,244053,239088,193401,14158,11208,6554,7248,7122,6144,1
390000,2,2,2,37,0,0,0,0,0,0,324693,309369,269703,266017,271657,245958,13110,10111,10005,11000,9007,9000,0
360000,2,2,3,42,0,0,0,0,0,0,431557,278515,259097,259999,265746,259299,16573,9519,9367,10001,9513,9973,0
120000,2,3,2,32,0,0,0,0,0,0,67810,69903,71446,79589,81354,83044,3114,3300,10000,3200,3200,10000,0
20000,2,2,1,27,0,0,0,0,0,0,19977,16437,16579,17437,18314,19616,1500,2579,1437,1314,1616,800,0
50000,2,2,1,48,0,-1,-1,0,-1,-1,5992,1478,2946,1473,1473,1473,1479,4419,0,1473,1473,1473,0
230000,2,1,2,27,1,-1,-1,-1,-1,-2,0,1988,19690,25681,0,0,1986,19878,25681,0,0,0,0
160000,2,1,1,48,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
110000,2,1,1,32,2,2,0,0,2,2,114476,108202,108657,108668,103867,111842,0,6000,8200,0,9956,4000,1
50000,1,2,2,25,2,2,2,3,2,0,32311,31440,33489,18968,15611,19304,0,3041,0,3,5700,700,0
30000,1,3,2,28,2,2,2,0,0,0,22291,25961,25141,22272,22844,19436,4000,9,1000,1013,1300,10000,1
50000,1,2,2,35,0,0,0,0,0,-1,57605,54383,49966,7825,3753,34287,2459,1140,226,555,35190,1203,1
240000,2,3,1,37,-2,-2,-1,-1,-2,-1,-4,-3,1130,3525,0,2116,0,1133,3525,0,2116,7442,0
90000,1,3,2,29,0,0,0,0,0,0,83707,65192,46273,46979,48139,44432,4000,3000,1700,2000,1591,2647,0
150000,2,1,1,29,-1,-1,-1,-1,-1,0,595,3188,33850,4625,1035,520,3200,33850,4625,1035,0,0,1
1e+05,2,2,1,35,3,3,2,2,0,0,61118,59556,60486,58296,33247,34118,0,2525,0,1206,1423,3400,1
70000,2,1,2,24,2,2,2,0,0,0,26361,31128,24486,21879,13127,14149,5183,42,3000,3000,1400,2000,1
50000,1,1,2,48,0,0,-1,0,0,0,53576,53321,49263,29063,26644,27201,1067,50045,992,1000,1000,1008,0
2e+05,1,1,2,33,-2,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,1
150000,2,2,1,28,0,0,0,0,0,0,19930,18646,13086,13086,3555,0,2000,1500,1500,1000,0,0,0
50000,1,2,2,25,0,0,0,0,0,0,5819,33559,32774,23113,19852,17308,30125,1800,1000,700,1000,1000,0
3e+05,1,1,2,31,0,0,-1,0,-1,-1,16785,943,38450,29925,33769,21020,940,38500,29700,33769,21020,5418,0
380000,1,1,1,53,1,-1,-1,-1,-1,-1,0,767,4090,9471,1993,1164,763,4090,9476,1993,1164,3514,0
360000,1,2,2,28,0,0,-1,0,0,0,19406,22726,12148,12885,12994,15320,7120,12163,3787,714,5369,10026,0
50000,1,2,2,41,0,0,0,0,0,0,42046,43163,36546,6421,5263,-12,1945,1725,1000,400,0,0,0
20000,2,1,2,30,1,2,2,-1,0,-1,11740,7221,0,3041,3041,1326,1710,0,3041,0,1326,0,0
80000,2,2,2,27,0,0,0,0,0,0,80019,81371,79183,64862,58651,55230,4780,2418,2118,2066,2150,3000,0
30000,1,2,1,49,0,0,2,2,0,0,12893,16012,16453,15891,16224,16710,3694,1000,0,589,756,1500,0
50000,2,3,2,55,0,0,0,0,0,0,51671,37869,27114,29625,32788,28668,3952,7232,11000,15788,13668,4490,0
30000,2,3,1,37,0,0,0,0,0,0,26361,27578,29312,29680,29689,31050,1895,2632,1000,1176,830,0,0
260000,1,1,1,38,-1,-1,-1,-1,-1,-1,10440,1199,6675,1175,888,4186,1212,6818,1180,892,4207,6175,1
210000,2,2,1,39,-1,-1,-1,-1,-2,-1,44089,0,28428,0,0,12000,0,28428,0,0,12000,33664,0
2e+05,2,1,2,29,0,0,0,0,0,0,7523,8445,9090,3270,774,0,3000,1000,0,700,0,0,0
50000,1,1,1,56,-1,0,0,0,0,0,5432,12906,7044,6787,6534,6277,1116,1098,231,234,238,175,1
490000,1,3,1,28,0,0,0,0,0,0,108300,107692,108590,109389,110491,111158,4060,3993,3831,4111,3939,4001,0
170000,1,1,1,45,-1,-1,-1,-1,-1,-1,3472,570,0,1546,4981,4769,568,0,1546,4981,4769,6452,0
150000,2,1,2,30,0,0,0,0,0,0,141346,133582,125026,108358,110070,111654,8000,8000,5000,5000,5000,5000,0
50000,2,2,1,34,2,2,2,2,2,2,44624,45650,46320,45290,48322,49094,2000,1700,0,3760,1700,0,0
50000,1,2,1,52,0,0,0,0,0,0,46383,41290,40251,15273,14229,15001,2300,2000,1000,1000,1000,1000,0
1e+05,2,1,2,26,0,0,0,0,0,0,91857,78797,70936,68104,68055,68084,3577,2600,5600,2600,2600,2510,0
310000,2,2,2,25,0,0,0,0,0,0,28622,22017,14605,15125,18048,16607,8816,1576,1000,3100,2000,1000,0
50000,1,3,1,43,0,0,2,0,0,0,7968,11396,8900,8565,8590,19894,3887,0,453,312,1500,500,0
450000,2,1,1,40,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
30000,1,2,2,27,-1,-1,-1,-1,-1,-1,3893,1950,890,0,750,0,1950,2390,0,750,0,1280,0
60000,2,1,2,27,-1,-1,-1,-1,-1,2,836,836,390,150,1320,780,833,390,150,1560,0,0,0
140000,2,2,2,23,2,0,0,0,0,0,25633,26805,27763,28342,29123,29930,1600,1500,1000,1200,1250,1200,1
50000,2,2,2,32,0,0,0,0,0,0,36215,28530,20084,18088,18476,20168,1710,2004,7497,671,2000,6100,0
90000,2,3,2,28,0,0,0,0,0,2,86508,86960,87187,86669,90391,87207,4200,4000,3200,6700,0,4000,0
190000,2,2,1,34,0,0,2,0,0,2,138421,156232,152251,153820,163265,166627,21532,0,5600,11950,6200,0,0
150000,2,1,2,29,0,0,0,0,0,0,147112,146999,146277,147946,145846,143531,6750,6850,5664,5660,5480,5310,0
390000,2,2,2,28,-1,-1,-1,-1,0,-1,19081,1170,6512,14122,7894,3927,1170,6512,14122,0,3927,200,0
30000,1,3,1,47,0,0,0,0,0,0,28885,29803,25373,23231,23913,21120,1582,1365,1663,5106,1050,0,0
240000,1,1,1,60,2,0,0,0,0,0,184144,188583,191992,185383,179565,92788,7000,6180,6000,5951,5285,192557,1
260000,2,1,2,29,-1,-1,-2,-1,-1,-1,465,0,0,550,880,1287,0,0,550,880,1287,925,1
30000,1,3,2,25,0,0,0,0,0,-2,10174,28773,18031,13127,0,0,18965,1200,263,0,0,0,0
2e+05,1,3,1,30,0,0,0,0,0,0,144904,148103,148137,151505,154728,157912,7000,4000,4000,4000,4000,4550,0
80000,1,2,1,31,0,0,0,0,0,0,70621,62223,26400,27201,27363,-4000,2035,1500,1201,1500,2000,2000,0
1e+05,2,2,2,30,1,-2,-2,-2,-2,-2,-5,-4,-4,-4,-4,-4,0,0,0,0,0,0,0
380000,1,1,1,42,-1,-1,-1,-1,-2,-1,4366,-3,3885,0,1140,505,0,3888,0,1140,505,0,0
210000,1,2,1,30,0,0,0,0,0,0,32903,33275,34174,34141,34456,34737,1600,1846,1209,1248,1247,1212,1
240000,2,1,1,37,2,0,0,0,-2,-2,118402,119764,72050,0,0,0,5600,4000,0,0,0,0,1
50000,1,2,2,25,0,0,0,0,0,0,21027,18851,19722,19644,18687,18033,4780,1532,1002,1006,2004,2309,0
120000,2,1,2,36,0,0,0,0,2,2,84137,76025,78068,78589,77213,82567,3434,4000,12242,0,6894,0,0
280000,1,1,2,28,0,0,0,0,0,-1,282880,211805,96763,67554,-3,1244,80284,5000,439,10603,1247,2187,0
260000,2,1,2,28,0,0,0,0,0,0,126195,129214,131933,134482,135772,138229,6000,5200,5000,5000,5000,5000,0
360000,1,1,1,38,-1,-1,-1,-1,-1,-1,7968,4062,1914,4877,2100,3602,4060,1914,4877,2100,3602,9452,0
210000,2,1,2,30,1,-1,-1,-1,-1,-1,0,795,588,1488,609,768,799,588,1488,609,768,588,0
390000,1,1,2,29,0,-1,0,0,0,0,9915,15918,103169,95669,88080,80576,16008,100000,5000,4000,4000,3000,0
40000,1,2,1,36,0,0,2,2,2,0,34962,37999,37089,39464,38698,40051,3700,0,3000,0,2000,800,0
10000,2,2,2,27,0,0,0,0,0,0,6694,7723,17734,9081,8877,9261,1141,1286,500,320,529,500,0
120000,2,2,1,43,-2,-2,-2,-2,-2,-2,0,999,0,0,0,0,1000,0,0,0,0,0,1
2e+05,1,3,1,43,-1,-1,-1,0,0,-1,1435,1270,3783,2522,1261,1436,1270,4000,0,0,1436,1261,0
80000,2,2,1,37,-1,-1,-1,-1,-1,-1,1480,3832,898,425,0,2791,3826,898,425,0,2791,0,0
60000,2,2,2,27,0,0,0,0,2,0,12171,13983,15746,17486,17067,17255,2000,2000,2000,0,620,1710,0
20000,1,2,1,45,-1,2,2,0,0,0,3209,4308,4093,4866,6781,7668,1300,0,1000,2000,1000,0,0
460000,1,1,2,34,0,0,0,0,0,0,45375,42991,45848,50875,56479,50889,2616,7021,10019,10051,10046,5016,0
80000,1,2,2,32,1,2,0,0,0,-2,82198,79682,28242,21400,0,0,7,1200,1408,0,0,0,0
80000,1,1,2,26,0,0,0,0,0,0,74453,76126,69856,48816,48476,48448,7600,3000,1800,1800,2000,2000,0
240000,2,1,2,28,0,0,0,0,0,0,210380,214477,218142,195913,197823,189111,10000,9000,7000,7000,6625,7000,0
260000,2,1,1,53,2,-1,-1,-1,-1,-1,825,827,827,827,755,-72,826,827,827,755,0,1726,0
320000,1,2,2,29,0,0,0,0,0,0,324693,321110,325024,322246,297637,301575,11613,12500,11900,10503,10886,10040,0
280000,2,2,1,47,0,0,0,0,0,-1,231591,26610,24910,20133,5821,143866,1610,1910,1133,821,155681,4785,0
120000,1,2,2,29,1,2,0,0,2,2,87313,85135,86024,91380,93263,95079,0,3200,6800,3500,3500,0,1
4e+05,2,1,2,27,1,-2,-1,0,0,-1,132,140,12527,12640,14805,238,140,12527,253,2305,238,238,0
50000,2,1,1,55,0,0,0,0,0,0,25043,26411,27451,19431,19837,20232,1777,1815,695,719,724,750,0
10000,2,1,2,23,2,2,7,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
70000,1,2,2,26,0,0,0,0,0,0,69816,67591,68338,26916,27480,28043,2505,1925,1000,997,1020,1100,0
210000,1,1,1,30,0,0,0,0,0,2,65508,63396,64150,66135,70118,67254,2300,3000,3000,5000,0,3000,0
140000,2,2,1,39,-1,-1,-1,0,0,0,1002,3680,4214,3790,3357,3426,3685,4214,76,67,69,1376,0
290000,1,2,1,50,-1,-1,-1,-2,-2,-2,932,1729,0,0,0,0,1732,0,0,0,0,335,0
30000,1,3,1,32,0,0,0,0,0,-1,28289,30494,28317,16454,450,1400,3000,1431,483,0,700,0,0
110000,2,1,2,32,1,2,0,0,0,2,58598,56871,56279,24271,52040,25453,1212,2056,1200,2300,0,1000,1
20000,2,3,2,54,0,0,2,2,2,0,9765,10140,9360,9833,9153,9116,2000,1000,1000,0,500,500,0
30000,1,1,2,26,4,3,2,0,0,-2,25897,25177,22768,18600,0,0,0,600,800,0,0,0,1
50000,2,2,2,31,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
150000,1,3,1,29,0,0,-2,-2,-2,-2,38675,0,0,0,0,0,0,0,0,0,0,0,0
150000,2,1,2,32,0,0,0,0,0,0,30712,40139,49410,58549,67560,86315,10000,10000,10000,10000,20000,1718,0
140000,1,3,2,30,1,3,2,2,2,0,83914,85107,82532,81236,78306,72173,3300,0,6500,0,3000,3000,0
4e+05,1,1,1,44,-1,-1,-1,-1,-1,-1,4482,-10,1903,850,808,775,0,1913,850,808,775,380,0
50000,2,2,2,22,0,0,0,0,0,0,38604,36684,33826,30387,28850,29022,1574,1757,1047,1042,1036,1039,0
190000,1,2,1,51,0,0,0,0,0,0,86821,75143,43487,34904,108419,75455,3360,13487,1414,40710,43406,2773,1
470000,2,1,2,40,0,0,0,0,0,0,17231,14722,15270,15615,16261,16969,1243,1300,600,900,1000,1324,1
280000,1,1,1,55,-1,-1,0,0,2,-1,2315,4917,4906,4707,2254,5375,4924,2453,2254,0,5375,1165,0
460000,2,1,2,26,-1,-1,-1,-1,-1,-1,18722,16345,20246,9936,10833,21169,16412,20373,10018,12387,21865,13898,0
340000,2,2,2,32,0,0,0,0,0,0,169117,100967,102819,105477,107454,110419,6000,4500,5000,4000,5000,4000,0
110000,1,2,2,27,0,0,0,0,0,0,103389,105089,107164,105988,108617,103497,6000,6000,4000,5000,4000,4000,0
440000,2,2,2,27,-1,0,0,0,0,0,25161,27028,29098,21447,13547,16008,10014,5052,3163,5010,5000,5000,0
90000,2,2,2,23,-2,-2,-2,-2,-2,-2,3454,6140,5812,13955,22687,15621,6112,5812,13955,22687,15621,2540,0
70000,2,2,2,24,-2,-2,-2,-1,-1,0,64049,53137,45078,6823,28989,29059,2400,2000,1000,30848,975,863,0
30000,2,2,2,24,1,2,2,2,2,2,7147,7872,9528,9725,9427,10118,1000,1800,500,0,1000,0,0
120000,2,2,2,49,0,0,0,0,-2,-2,3924,2246,3040,0,0,0,1300,1000,0,0,0,0,0
3e+05,2,2,2,27,-1,-1,-1,0,0,-1,12761,9314,26887,23981,19378,12759,9300,27187,13981,9378,12759,16980,0
30000,2,1,2,43,1,2,2,2,0,0,17761,18688,21488,20847,21162,21809,1500,3433,0,800,1000,1000,1
360000,1,1,2,35,-1,-1,-1,-1,-1,-1,15829,16630,15687,38750,15802,15730,16835,15766,38944,15881,15809,30594,0
150000,1,1,1,49,-2,-2,-2,-2,-2,-2,15493,14860,19601,13262,14329,34193,15000,19608,13280,14329,34193,7880,0
70000,2,1,2,28,0,0,0,0,0,0,20351,21699,22460,20345,42123,19852,2000,1500,3000,721,1200,2000,0
150000,2,2,1,44,0,0,0,0,0,0,61807,55504,22050,17360,17360,12000,15000,1200,0,0,0,0,0
260000,1,2,2,29,1,2,0,0,0,0,264971,258331,261518,194791,198894,197564,0,7700,6000,6130,7500,6500,1
140000,1,1,2,28,0,0,0,0,0,0,132909,133904,134552,135151,136327,136647,6396,7000,5000,5200,5100,5000,0
10000,1,1,2,24,0,0,2,0,0,0,4214,6476,6224,6347,12856,8078,2500,0,227,239,3412,0,1
2e+05,2,1,2,32,-2,-2,-2,-2,-2,-2,2593,-35,3519,1846,1330,14470,0,3554,1855,1337,14542,2955,0
210000,1,2,1,35,0,0,0,0,0,0,128319,131627,136428,54058,55398,56698,4606,6815,1800,2000,2000,2000,0
20000,1,2,2,27,2,0,0,0,0,2,13766,15020,16059,16081,17423,17695,1500,1600,580,1600,700,0,1
240000,1,1,1,44,-1,-1,-1,-1,-1,-1,4214,2188,2701,2427,1104,2362,2187,2701,2427,1104,2362,519,0
30000,1,2,2,51,5,4,3,2,3,2,26573,25855,25146,26549,25849,25285,0,0,2113,0,0,2191,1
450000,2,2,1,38,-2,-2,-2,-2,-2,-2,10973,15005,13887,17255,17515,0,15027,1200,5255,4566,0,3648,0
60000,2,3,2,40,-1,-1,0,0,0,-1,24496,20329,15219,16158,14295,10930,20246,1200,3658,0,10930,11677,0
1e+05,2,2,2,30,0,0,0,0,0,0,58389,56745,56058,51573,47665,43756,2800,2300,1613,1594,1654,1222,0
5e+05,1,1,1,49,-1,-1,-1,-1,-1,-1,12961,28805,41027,36073,46096,103065,29069,41027,36073,46096,103065,154321,0
50000,1,3,1,51,-1,-1,0,0,0,0,632,2228,3287,4843,6379,6878,4600,1500,2000,2000,1000,3000,0
80000,2,2,1,35,-1,-1,-1,-1,-1,-1,999,40297,6597,665,10117,0,40024,6597,3465,10117,0,665,0
140000,2,1,2,31,0,0,0,0,0,0,71034,55271,50706,48847,47437,42576,2044,1958,1501,1619,1514,1553,0
5e+05,2,2,2,29,0,0,0,0,0,0,449733,364288,261185,215575,174736,118438,12507,10000,6476,5489,5000,5000,0
50000,1,2,2,24,2,0,0,0,0,0,43243,45036,44384,19524,35268,16099,3000,1300,642,612,1192,600,1
170000,1,1,1,60,0,0,0,0,0,0,169867,178514,98196,100108,95629,89472,11710,3600,3500,3500,3300,3500,1
220000,2,2,1,44,0,0,0,0,0,2,136650,142250,149864,155828,178160,175140,10000,10000,10000,25000,0,20000,0
430000,2,1,2,29,0,0,-1,0,0,0,34785,0,18518,16574,12215,6660,0,18518,5,244,1038,41500,0
2e+05,2,3,2,53,-1,0,-1,0,0,-1,791,1972,2577,2652,-6,1279,1188,2581,1013,0,1285,0,0
2e+05,2,2,3,35,-1,-1,-1,-1,0,-1,1994,8287,9427,2040,16338,2076,8270,9427,2240,16000,2076,833,0
80000,2,2,2,25,0,0,0,0,0,0,78366,76930,77977,58469,58722,59770,3564,3112,2076,2279,2175,2300,0
130000,1,1,1,35,2,0,0,0,0,0,77440,79724,81221,34289,38550,40600,4000,3500,5000,5000,3000,9900,0
150000,1,1,1,49,-1,-1,-1,-1,-1,-1,6345,8460,1682,7898,3336,975,8479,1682,7898,3336,975,0,0
150000,1,3,1,53,2,2,2,2,2,0,17803,18209,18608,20294,19828,20396,1000,1000,2000,0,900,2000,1
190000,2,2,2,27,2,2,2,0,0,0,4694,5459,6214,7104,8973,10809,1000,1000,1000,2000,2000,2000,1
450000,2,2,2,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
80000,2,2,1,31,-1,-1,-1,-1,-1,0,390,390,390,390,780,390,390,390,390,780,0,0,0
260000,2,2,2,31,-1,3,2,2,2,0,82198,80426,78536,94069,92447,95925,0,0,17000,0,5015,4293,0
80000,1,1,2,34,2,2,2,2,2,2,62518,63827,64682,65614,67007,68349,3000,2500,2600,2600,2600,2000,1
5e+05,1,1,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
260000,1,1,1,43,-1,-1,-1,-1,-1,-1,88,773,0,1703,329,248,826,0,1703,329,248,702,0
360000,2,1,1,46,1,-1,-1,-2,-2,-2,-8,859,-820,-813,-2292,-2292,871,0,7,0,0,0,0
170000,2,1,2,53,-2,-2,-2,-2,-2,-2,-200,-200,-200,0,2769,0,0,0,200,2769,0,0,0
120000,2,2,1,34,1,-2,-1,-1,-1,-1,0,0,369,0,7490,941,0,369,55,7490,941,280,0
50000,2,2,1,26,0,-1,0,0,0,0,5188,15371,14163,15517,14685,14016,15353,1500,2000,1000,2000,2000,0
50000,2,1,1,40,-1,2,-1,-1,2,2,465,465,760,1360,518,3518,0,760,600,0,3000,0,1
140000,2,2,2,32,0,0,0,0,0,0,121374,99470,83330,57609,59526,31515,5000,4000,3000,3000,2500,0,0
